fold,model,recall_pos,f1_pos,acc,brier,bal_acc,pr_auc,roc_auc
20,logreg,0.0,0.0,0.0,0.9748335885589974,,,
20,svm_rbf,0.0,0.0,0.0,0.5307138132151512,,,
20,rf,0.0,0.0,0.0,0.7471365312862686,,,
20,xgb,0.0,0.0,0.0,0.8683771760508332,,,
21,logreg,1.0,1.0,1.0,0.02194449645534723,,,
21,svm_rbf,1.0,1.0,1.0,0.008734295353799645,,,
21,rf,1.0,1.0,1.0,0.008443247138727489,,,
21,xgb,1.0,1.0,1.0,0.010927818736918877,,,
22,logreg,1.0,1.0,1.0,1.2751832202466395e-05,,,
22,svm_rbf,0.3333333333333333,0.5,0.3333333333333333,0.3584374916318745,,,
22,rf,0.3333333333333333,0.5,0.3333333333333333,0.26218603774118093,,,
22,xgb,0.3333333333333333,0.5,0.3333333333333333,0.43679542443685077,,,
23,logreg,1.0,1.0,1.0,0.07343427736211325,,,
23,svm_rbf,1.0,1.0,1.0,0.216216197672037,,,
23,rf,0.0,0.0,0.0,0.30499939814427773,,,
23,xgb,1.0,1.0,1.0,0.15590941210958711,,,
24,logreg,0.0,0.0,0.0,0.33995572056569817,,,
24,svm_rbf,1.0,1.0,1.0,0.0019020502386381322,,,
24,rf,1.0,1.0,1.0,0.0011742956689728588,,,
24,xgb,1.0,1.0,1.0,0.005708460780592751,,,
25,logreg,1.0,1.0,1.0,0.20490780004817533,,,
25,svm_rbf,0.0,0.0,0.0,0.2545752924433946,,,
25,rf,1.0,1.0,1.0,0.15329225084426348,,,
25,xgb,0.6666666666666666,0.8,0.6666666666666666,0.2336931030186855,,,
26,logreg,0.0,0.0,0.0,0.5071944013547047,,,
26,svm_rbf,0.0,0.0,1.0,0.14396071136272462,,,
26,rf,0.0,0.0,1.0,0.22405191342453432,,,
26,xgb,0.0,0.0,1.0,0.0974100627454177,,,
27,logreg,1.0,1.0,1.0,5.931870736769506e-06,,,
27,svm_rbf,1.0,1.0,1.0,0.003943151703517746,,,
27,rf,1.0,1.0,1.0,0.012033903267591168,,,
27,xgb,1.0,1.0,1.0,0.003399342968394422,,,
28,logreg,0.0,0.0,0.0,0.6807497888002344,,,
28,svm_rbf,1.0,1.0,1.0,0.040787733588203444,,,
28,rf,1.0,1.0,1.0,0.009493065819275835,,,
28,xgb,1.0,1.0,1.0,0.0017078930418466946,,,
29,logreg,0.0,0.0,0.0,0.575943640992175,,,
29,svm_rbf,0.0,0.0,0.0,0.8219626767695148,,,
29,rf,0.0,0.0,0.0,0.8247079976328623,,,
29,xgb,0.0,0.0,0.0,0.8834357355520647,,,
30,logreg,0.0,0.0,0.0,0.6702470504308752,,,
30,svm_rbf,0.0,0.0,0.0,0.760488679471373,,,
30,rf,0.0,0.0,0.0,0.7040519112092403,,,
30,xgb,0.0,0.0,0.0,0.5090301376490886,,,
